,id,interest_name,interest_summary,created_at,last_modified
664,20756,The Walking Dead Fans,"People reading fan sites, promotional material, and news on The Walking Dead comics and series.",2018-05-29 15:00:04,2018-05-29 15:00:04
665,20764,Entertainment Industry Decision Makers,Professionals reading industry news and researching trends in the entertainment industry.,2018-05-29 18:30:06,2018-05-29 18:30:06
666,20766,Senior Living Center Researchers,People researching senior living centers and comparing services and facilities.,2018-05-29 18:30:06,2018-05-29 18:30:06
667,20767,Beer Lovers,Consumers researching beer companies and purchasing beer online.,2018-05-29 18:30:06,2018-05-29 18:30:06
668,20768,Beer Aficionados,People researching beer companies and purchasing craft beers. These consumers are more likely to purchase home brewing products and visit breweries.,2018-05-29 18:30:06,2018-05-29 18:30:06
669,20814,Boston Celtics Fans,People reading news about the Boston Celtics and watching games. These consumers are more likely to spend money on team gear.,2018-05-30 19:20:05,2018-05-30 19:20:05
670,20815,Cleveland Cavaliers Fans,People reading news about the Cleveland Cavaliers and watching games. These consumers are more likely to spend money on team gear.,2018-05-30 19:20:05,2018-05-30 19:20:05
671,20816,Houston Rockets Fans,People reading news about the Houston Rockets and watching games. These consumers are more likely to spend money on team gear.,2018-05-30 19:20:05,2018-05-30 19:20:05
672,20817,Golden State Warriors Fans,People reading news about the Golden State Warriors and watching games. These consumers are more likely to spend money on team gear.,2018-05-30 19:20:06,2018-05-30 19:20:06
673,20963,Natural and Holistic Health Researchers,People researching trends and products for natural and holistic health care.,2018-06-05 12:45:05,2018-06-05 12:45:05
674,21057,Work Comes First Travelers,People looking to book a hotel who travel frequently for business and vacation.,2018-06-06 16:50:02,2018-06-06 16:50:02
675,21058,Countdown to the Beach Travelers,People looking to book a hotel for the ultimate relaxation vacation.,2018-06-06 16:50:03,2018-06-06 16:50:03
676,21059,Executive Travelers,People looking to book a four-star hotel for a vacation escape from their high-stress jobs.,2018-06-06 16:50:03,2018-06-06 16:50:03
677,21060,Family Adventures Travelers,People looking to book a rental home for a family-oriented vacation.,2018-06-06 16:50:03,2018-06-06 16:50:03
678,21061,"Work Hard, Play Hard Travelers",People looking to book a rental home for a young professional friend group vacation.,2018-06-06 16:50:03,2018-06-06 16:50:03
679,21062,Getting Off the Grid Travelers,People looking to book a rental home who want to be in the wilderness and close to nature,2018-06-06 16:50:03,2018-06-06 16:50:03
680,21236,Arsenal Fans,People reading news about the Arsenal football club and watching games. These consumers are more likely to spend money on team gear.,2018-06-11 17:50:03,2018-06-11 17:50:03
681,21237,Chelsea Fans,People reading news about the Chelsea football club and watching games. These consumers are more likely to spend money on team gear.,2018-06-11 17:50:03,2018-06-11 17:50:03
682,21238,Manchester United Fans,People reading news about the Manchester United football club and watching games. These consumers are more likely to spend money on team gear.,2018-06-11 17:50:03,2018-06-11 17:50:03
683,21239,FC Barcelona Fans,People reading news about the Barcelona football club and watching games. These consumers are more likely to spend money on team gear.,2018-06-11 17:50:03,2018-06-11 17:50:03
684,21240,Italian Mens National Soccer Team Fans,People reading news about the Italian Mens national soccer team and watching games. These consumers are more likely to spend money on team gear.,2018-06-11 17:50:04,2018-06-11 17:50:04
685,21241,Premier League Fans,People reading news about the Premier League and watching games. These consumers are more likely to spend money on team gear.,2018-06-11 17:50:04,2018-06-11 17:50:04
686,21242,World Cup Apparel Shoppers,Consumers shopping for World Cup apparel and team gear for teams competing in the World Cup.,2018-06-11 17:50:04,2018-06-11 17:50:04
687,21243,Readers of Costa Rican Content,People reading news from Costa Rican media sources.,2018-06-11 17:50:04,2018-06-11 17:50:04
688,21244,Readers of Guatemalan Content,People reading news from Guatemalan media sources.,2018-06-11 17:50:04,2018-06-11 17:50:04
689,21245,Readers of Honduran Content,People reading news from Honduran media sources.,2018-06-11 17:50:04,2018-06-11 17:50:04
690,21246,Readers of El Salvadoran Content,People reading news from El Salvadoran media sources.,2018-06-11 17:50:04,2018-06-11 17:50:04
691,21247,Readers of Nicaraguan Content,People reading news from Nicaraguan media sources.,2018-06-11 17:50:04,2018-06-11 17:50:04
692,21248,Readers of Panamanian Content,People reading news from Panamanian media sources.,2018-06-11 17:50:04,2018-06-11 17:50:04
693,21249,Readers of Dominican Republic Content,People reading news from Dominican Republic media sources.,2018-06-11 17:50:04,2018-06-11 17:50:04
694,21250,Readers of Colombian Content,People reading news from Colombian media sources.,2018-06-11 17:50:04,2018-06-11 17:50:04
695,21251,Readers of Belizean Content,People reading news from Belizean media sources.,2018-06-11 17:50:04,2018-06-11 17:50:04
696,21292,Smart Home Product Researchers,Consumers comparing and shopping for smart home products.,2018-06-12 11:45:03,2018-06-12 11:45:03
697,21293,Home Wifi Researchers,Consumers comparing and shopping for whole home wifi products.,2018-06-12 11:45:03,2018-06-12 11:45:03
698,21326,Video Game Shoppers,Consumers researching and purchasing video games.,2018-06-12 14:35:03,2018-06-12 14:35:03
699,22091,Zoo Visitors,People researching zoos and planning a visit.,2018-06-18 18:40:03,2018-06-18 18:40:03
700,22092,Water Park Visitors,People researching water parks and planning a visit.,2018-06-18 18:40:03,2018-06-18 18:40:03
701,22093,Childrens Museum Visitors,People researching childrens museums and planning a visit.,2018-06-18 18:40:03,2018-06-18 18:40:03
702,22094,Fireworks Enthusiasts,People researching where to purchase fireworks and see firework displays.,2018-06-18 18:40:03,2018-06-18 18:40:03
703,22095,Hiking Enthusiasts,"People researching hiking trails, planning hikes, and purchasing gear.",2018-06-18 18:40:03,2018-06-18 18:40:03
704,22096,Camping Enthusiasts,"People researching camping sites, planning camping trips, and purchasing gear.",2018-06-18 18:40:04,2018-06-18 18:40:04
705,22398,Vaping Shoppers,Consumers researching products and brands for vaping.,2018-06-21 14:15:03,2018-06-21 14:15:03
706,22400,Oil Brand Shoppers,Consumers shopping for name brand automotive oil.,2018-06-21 14:15:03,2018-06-21 14:15:03
707,22401,As Seen on TV Shoppers,Consumers shopping for items advertising on television with a direct response mail-order or toll-free telephone number.,2018-06-21 14:15:03,2018-06-21 14:15:03
708,22403,Pandora Jewelry Shoppers,Consumers shopping for jewelry from Pandora.,2018-06-21 14:15:04,2018-06-21 14:15:04
709,22406,Green Bay Packers Fans,People reading news about the Green Bay Packers and watching games. These consumers are more likely to spend money on team gear.,2018-06-21 14:15:04,2018-06-21 14:15:04
710,22408,Super Mario Bros Fans,People reading news and product releases for Super Mario Bros games and merchandise.,2018-06-21 14:15:04,2018-06-21 14:15:04
711,22411,Chile Trip Planners,"People researching attractions and accommodations in Chile These consumers are more likely to spend money on flights, hotels, and local attractions.",2018-06-21 14:15:04,2018-06-21 14:15:04
712,22413,China Trip Planners,"People researching attractions and accommodations in China These consumers are more likely to spend money on flights, hotels, and local attractions.",2018-06-21 14:15:04,2018-06-21 14:15:04
713,22415,Colombia Trip Planners,"People researching attractions and accommodations in Colombia These consumers are more likely to spend money on flights, hotels, and local attractions.",2018-06-21 14:15:04,2018-06-21 14:15:04
714,22417,Country Music Festivals Enthusiasts,People researching and planning to attend country music festivals.,2018-06-21 14:15:05,2018-06-21 14:15:05
715,22419,Summer Festivals and Fairs Visitors,People researching and planning to attend local summer festivals and fairs.,2018-06-21 14:15:05,2018-07-06 07:13:18
716,22420,Online Games Enthusiasts,People playing games online.,2018-06-21 14:15:05,2018-06-21 14:15:05
717,22421,Online Card Games Players,People joining card game communities and playing games online.,2018-06-21 14:15:05,2018-06-21 14:15:05
718,22422,Poker Card Game Hobbyists,People joining poker communities and playing poker and card games online.,2018-06-21 14:15:06,2018-06-21 14:15:06
719,22423,Martial Arts Enthusiasts,People reading martial arts news and purchasing products for their training.,2018-06-21 14:15:06,2019-01-16 09:11:30
720,22424,Cosplay Enthusiasts,People researching cosplay events and activities and purchasing costumes.,2018-06-21 14:15:06,2018-06-21 14:15:06
721,22425,BBQ Recipe Researchers,People researching BBQ recipes and cooking techniques.,2018-06-21 14:15:06,2018-06-21 14:15:06
722,22426,Bodybuilding Enthusiasts,People researching health and fitness trends for bodybuilding.,2018-06-21 14:15:06,2019-01-16 09:11:30
723,22427,Yale University Fans,People reading articles and websites about college sports and Yale University athletics.,2018-06-21 14:15:06,2018-06-21 14:15:06
724,22428,Harvard University Fans,People reading articles and websites about college sports and Harvard University athletics.,2018-06-21 14:15:07,2018-06-21 14:15:07
725,22502,Lacrosse Enthusiasts,People researching lacrosse leagues and purchasing equipment and apparel.,2018-06-22 16:15:03,2019-01-16 09:11:30
726,23778,Venture Capitalists,Professionals researching investment opportunities and venture capital industry trends.,2018-06-25 18:00:03,2018-06-25 18:00:03
727,32485,College Professors,Professionals reading industry news and researching products and services for college professors.,2018-06-29 12:55:03,2018-06-29 12:55:03
728,32486,Vacation Rental Accommodation Researchers,People researching and booking rentals accommodations for vacations.,2018-06-29 12:55:03,2018-06-29 12:55:03
729,32701,Womens Equality Advocates,People visiting sites advocating for womens equal rights.,2018-07-06 14:35:03,2018-07-06 14:35:03
730,32702,Romantics,People reading about romance and researching ideas for planning romantic moments.,2018-07-06 14:35:04,2018-07-06 14:35:04
731,32703,School Supply Shoppers,Consumers shopping for classroom supplies for K-12 students.,2018-07-06 14:35:04,2018-07-06 14:35:04
732,32704,Major Airline Customers,People visiting sites for major airline brands to plan and view travel itinerary.,2018-07-06 14:35:04,2018-07-06 14:35:04
733,32705,Certified Events Professionals,Professionals reading industry news and researching products and services for event management.,2018-07-06 14:35:04,2018-07-06 14:35:04
734,33191,Online Shoppers,People who spend money online,2018-07-17 10:40:03,2018-07-17 10:46:58
735,33474,Daily Fantasy Sports Enthusiasts,"People in this audience follow fantasy sports, join leagues, and research sports trends.",2018-07-20 15:20:04,2018-07-25 14:16:21
736,33533,Los Angeles Lakers Fans,People reading news about the Los Angeles Lakers and watching games. These consumers are more likely to spend money on team gear.,2018-07-25 18:00:03,2018-07-31 16:25:26
737,33534,Miami Heat Fans,People reading news about the Miami Heat and watching games. These consumers are more likely to spend money on team gear.,2018-07-25 18:00:03,2018-07-31 16:25:26
738,33957,Call of Duty Enthusiasts,People reading news and product releases for Call of Duty games and merchandise.,2018-08-02 16:05:03,2018-08-02 16:05:03
739,33958,Astrology Enthusiasts,People reading daily horoscopes and astrology content.,2018-08-02 16:05:03,2018-08-02 16:05:03
740,33959,Boston Bruins Fans,People reading news about the Boston Bruins and watching games. These consumers are more likely to spend money on team gear.,2018-08-02 16:05:03,2018-08-02 16:05:03
741,33960,Chicago Blackhawks Fans,People reading news about the Chicago Blackhawks and watching games. These consumers are more likely to spend money on team gear.,2018-08-02 16:05:03,2018-08-02 16:05:03
742,33961,Detroit Red Wings Fans,People reading news about the Detroit Red Wings and watching games. These consumers are more likely to spend money on team gear.,2018-08-02 16:05:04,2018-08-02 16:05:04
743,33962,Chicago Bears Fans,People reading news about the Chicago Bears and watching games. These consumers are more likely to spend money on team gear.,2018-08-02 16:05:04,2018-08-02 16:05:04
744,33963,Denver Broncos Fans,People reading news about the Denver Broncos and watching games. These consumers are more likely to spend money on team gear.,2018-08-02 16:05:04,2018-08-02 16:05:04
745,33964,Milwaukee Bucks Fans,People reading news about the Milwaukee Bucks and watching games. These consumers are more likely to spend money on team gear.,2018-08-02 16:05:04,2018-08-02 16:05:04
746,33965,Minnesota Timberwolves Fans,People reading news about the Minnesota Timberwolves and watching games. These consumers are more likely to spend money on team gear.,2018-08-02 16:05:04,2018-08-02 16:05:04
747,33966,New York Knicks Fans,People reading news about the New York Knicks and watching games. These consumers are more likely to spend money on team gear.,2018-08-02 16:05:04,2018-08-02 16:05:04
748,33967,New York Rangers Fans,People reading news about the New York Rangers and watching games. These consumers are more likely to spend money on team gear.,2018-08-02 16:05:04,2018-08-02 16:05:04
749,33968,Oklahoma City Thunder Fans,People reading news about the Oklahoma City Thunder and watching games. These consumers are more likely to spend money on team gear.,2018-08-02 16:05:04,2018-08-02 16:05:04
750,33969,Pittsburgh Penguins Fans,People reading news about the Pittsburgh Penguins and watching games. These consumers are more likely to spend money on team gear.,2018-08-02 16:05:04,2018-08-02 16:05:04
751,33970,San Antonio Spurs Fans,People reading news about the San Antonio Spurs and watching games. These consumers are more likely to spend money on team gear.,2018-08-02 16:05:04,2018-08-02 16:05:04
752,33971,Sun Protection Shoppers,Consumers comparing brands and shopping for sun protection products.,2018-08-02 16:05:05,2018-08-02 16:05:05
753,33972,Toronto Raptors Fans,People reading news about the Toronto Raptors and watching games. These consumers are more likely to spend money on team gear.,2018-08-02 16:05:05,2018-08-02 16:05:05
754,34077,Candy Shoppers,Consumers researching candy companies and purchasing candy online.,2018-08-07 17:10:03,2018-08-07 17:10:03
755,34078,Cookie Eaters,Consumers researching cookie companies and purchasing cookies online.,2018-08-07 17:10:03,2018-08-07 17:10:03
756,34079,Detroit Lions Fans,People reading news about the Detroit Lions and watching games. These consumers are more likely to spend money on team gear.,2018-08-07 17:10:03,2018-08-07 17:10:03
757,34081,Miami Dolphins Fans,People reading news about the Miami Dolphins and watching games. These consumers are more likely to spend money on team gear.,2018-08-07 17:10:03,2018-08-07 17:10:03
758,34082,New England Patriots Fans,People reading news about the New England Patriots and watching games. These consumers are more likely to spend money on team gear.,2018-08-07 17:10:04,2018-08-07 17:10:04
759,34083,New York Giants Fans,People reading news about the New York Giants and watching games. These consumers are more likely to spend money on team gear.,2018-08-07 17:10:04,2018-08-07 17:10:04
760,34084,New York Jets Fans,People reading news about the New York Jets and watching games. These consumers are more likely to spend money on team gear.,2018-08-07 17:10:04,2018-08-07 17:10:04
761,34085,Oakland Raiders Fans,People reading news about the Oakland Raiders and watching games. These consumers are more likely to spend money on team gear.,2018-08-07 17:10:04,2018-08-07 17:10:04
762,34086,Pittsburgh Steelers Fans,People reading news about the Pittsburgh Steelers and watching games. These consumers are more likely to spend money on team gear.,2018-08-07 17:10:04,2018-08-07 17:10:04
763,34087,San Francisco 49ers Fans,People reading news about the San Francisco 49ers and watching games. These consumers are more likely to spend money on team gear.,2018-08-07 17:10:04,2018-08-07 17:10:04
764,34088,Soda Drinkers,Consumers researching soda companies and purchasing soda online.,2018-08-07 17:10:04,2018-08-07 17:10:04
765,34276,Romance Movie and TV enthusiasts,Consumers researching popular romance movies and TV shows.,2018-08-13 13:35:02,2018-08-13 13:35:02
766,34459,Coffee Bean Shoppers,Consumers researching coffee brands and purchasing coffee beans.,2018-08-15 18:00:03,2018-08-15 18:00:03
767,34460,Ice Cream Shoppers,Consumers researching ice cream brands and purchasing ice cream products.,2018-08-15 18:00:03,2018-08-15 18:00:03
768,34461,Jazz Music Fans,People reading about jazz music and musicians.,2018-08-15 18:00:03,2018-08-15 18:00:03
769,34462,Baltimore Orioles Fans,People reading news about the Baltimore Orioles and watching games. These consumers are more likely to spend money on team gear.,2018-08-15 18:00:03,2018-08-15 18:00:03
770,34463,Boston Red Sox Fans,People reading news about the Boston Red Sox and watching games. These consumers are more likely to spend money on team gear.,2018-08-15 18:00:04,2018-08-15 18:00:04
771,34464,New York Yankees Fans,People reading news about the New York Yankees and watching games. These consumers are more likely to spend money on team gear.,2018-08-15 18:00:04,2018-08-15 18:00:04
772,34465,Toronto Blue Jays Fans,People reading news about the Toronto Blue Jays and watching games. These consumers are more likely to spend money on team gear.,2018-08-15 18:00:04,2018-08-15 18:00:04
773,34466,Detroit Tigers Fans,People reading news about the Detroit Tigers and watching games. These consumers are more likely to spend money on team gear.,2018-08-15 18:00:04,2018-08-15 18:00:04
774,34467,Little Rock Trip Planners,"People researching attractions and accommodations in Little Rock, Arkansas. These consumers are more likely to spend money on flights, hotels, and local attractions.",2018-08-15 18:00:04,2018-08-15 18:00:04
775,34468,Hard Rock Hotel & Casino Trip Planners,Consumers comparing and booking accommodations at Hard Rock Hotels and Casinos.,2018-08-15 18:00:04,2018-08-15 18:00:04
776,34469,Jazz Festival Enthusiasts,People researching and planning to attend jazz music festivals.,2018-08-15 18:00:04,2018-08-15 18:00:04
777,34470,Drive-In Theater Enthusiasts,People researching the history of drive-in theaters and buying movie tickets.,2018-08-15 18:00:04,2018-08-15 18:00:04
778,34471,Cabin Rental Researchers,People researching and booking cabin rentals accommodations.,2018-08-15 18:00:04,2018-08-15 18:00:04
779,34574,F1 Racing Enthusiasts,People visiting websites and reading articles about F1 racing.,2018-08-17 10:50:03,2018-08-17 10:50:03
780,34635,Arizona Cardinals Fans,People reading news about the Arizona Cardinals and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:03,2018-08-20 11:00:03
781,34636,Baltimore Ravens Fans,People reading news about the Baltimore Ravens and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:03,2018-08-20 11:00:03
782,34637,Buffalo Bills Fans,People reading news about the Buffalo Bills and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:03,2018-08-20 11:00:03
783,34638,Carolina Panthers Fans,People reading news about the Carolina Panthers and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:03,2018-08-20 11:00:03
784,34639,Cleveland Browns Fans,People reading news about the Cleveland Browns and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:03,2018-08-20 11:00:03
785,34640,Houston Texans Fans,People reading news about the Houston Texans and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:03,2018-08-20 11:00:03
786,34641,Indianapolis Colts Fans,People reading news about the Indianapolis Colts and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:04,2018-08-20 11:00:04
787,34642,Cincinnati Bengals Fans,People reading news about the Cincinnati Bengals and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:04,2018-08-20 11:00:04
788,34643,Jacksonville Jaguars Fans,People reading news about the Jacksonville Jaguars and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:04,2018-08-20 11:00:04
789,34644,Kansas City Chiefs Fans,People reading news about the Kansas City Chiefs and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:04,2018-08-20 11:00:04
790,34645,Minnesota Vikings Fans,People reading news about the Minnesota Vikings and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:04,2018-08-20 11:00:04
791,34646,New Orleans Saints Fans,People reading news about the New Orleans Saints and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:04,2018-08-20 11:00:04
792,34647,Los Angeles Rams Fans,People reading news about the Los Angeles Rams and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:04,2018-08-20 11:00:04
793,34648,Los Angeles Chargers Fans,People reading news about the Los Angeles Chargers and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:04,2018-08-20 11:00:04
794,34649,Tampa Bay Buccaneers Fans,People reading news about the Tampa Bay Buccaneers and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:05,2018-08-20 11:00:05
795,34650,Tennessee Titans Fans,People reading news about the Tennessee Titans and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:05,2018-08-20 11:00:05
796,34651,Washington Redskins Fans,People reading news about the Washington Redskins and watching games. These consumers are more likely to spend money on team gear.,2018-08-20 11:00:05,2018-08-20 11:00:05
797,34909,Project Managers,Professionals reading industry news and researching products and services for project managers.,2018-08-22 13:00:03,2018-08-22 13:00:03
798,34948,Comedy Movie and TV Enthusiasts,Consumers researching popular comedy movies and TV shows.,2018-08-22 15:30:03,2018-08-22 15:30:03
799,34950,Action Movie and TV Enthusiasts,Consumers researching popular action movies and TV shows.,2018-08-22 15:30:03,2018-08-22 15:30:03
800,34951,Scifi Movie and TV Enthusiasts,Consumers researching popular scifi movies and TV shows.,2018-08-22 15:30:03,2018-08-22 15:30:03
801,35169,SMB Commercial Insurance Researchers,Professionals researching commercial insurance products.,2018-08-27 12:20:03,2018-08-28 13:07:01
802,35903,Trendy Denim Shoppers,Customers shopping for denim from trendsetting brands.,2018-09-05 18:10:03,2018-09-05 18:10:03
803,35904,Utility Workwear Shoppers,Customers shopping for clothes and shoes from utility workwear brands.,2018-09-05 18:10:04,2018-09-05 18:10:04
804,35905,Athleisure Shoppers,Customers shopping for clothes and accessories from athleisure and fitness brands.,2018-09-05 18:10:04,2018-09-05 18:10:04
805,35906,MS Information Researchers,People researching multiple sclerosis treatments and charities.,2018-09-05 18:15:03,2018-09-05 18:15:03
806,35932,Easter Decorations and Candy Shoppers,Consumers shopping for Easter decorations and candy.,2018-09-06 11:40:04,2018-09-14 16:47:29
807,35953,Kitchen and Bath Professionals,Professionals reading industry news and researching products and services for kitchen and bathroom construction and design.,2018-09-06 16:55:03,2018-09-06 16:55:03
808,35964,eSports Enthusiasts,"People in this audience participate and/or spectate in eSports (Competitive/Professional video gaming), follow various video game leagues, and keep up with video game tournaments that take place throughout the year.",2018-09-06 20:30:04,2019-01-16 09:11:30
809,36020,Architects,Professionals reading industry news and researching architecture products and services.,2018-09-07 15:00:03,2018-09-07 15:00:03
810,36138,Haunted House Researchers,People researching and planning to visit haunted houses across the US.,2018-09-12 14:00:08,2018-09-12 14:00:08
811,36343,Computer Processor and Data Center Decision Makers,Professionals reading industry news and researching products and services for computer processing and data center storage.,2018-09-14 14:35:03,2018-09-14 14:35:03
812,36860,Casual Dining Restaurant Researchers,People researching news and menus from casual dining restaurants.,2018-09-19 15:55:03,2018-09-19 15:55:03
813,36862,Soap Shoppers,Consumers shopping for soap and other household cleaning products.,2018-09-19 16:20:03,2018-09-19 16:20:03
814,36863,Hurricane Safety Researchers,People researching storm preparation and tracking storms online.,2018-09-19 16:20:03,2018-09-19 16:20:03
815,36864,Vegetarians,Consumers researching living a vegetarian lifestyle and recipes.,2018-09-19 16:20:04,2018-09-19 16:20:04
816,36867,Blender Shoppers,Consumers shopping for blenders and other small kitchen appliances.,2018-09-19 16:20:04,2018-09-19 16:20:04
817,36868,Chandelier and Lamp Shoppers,"Consumers shopping for lighting, like chandeliers and lamps, for their homes.",2018-09-19 16:20:04,2018-09-19 16:20:04
818,36869,Wood Carving Enthusiasts,People looking for wood carving inspiration and purchasing equipment.,2018-09-19 16:20:04,2018-09-19 16:20:04
819,36870,Model Train Enthusiasts,People researching model trains and shopping for products and equipment.,2018-09-19 16:20:05,2018-09-19 16:20:05
820,36871,Model Building Hobbyists,People researching model building and shopping for products and equipment.,2018-09-19 16:20:05,2018-09-19 16:20:05
821,36872,Knitting Enthusiasts,People looking for knitting inspiration and purchasing equipment.,2018-09-19 16:20:05,2018-09-19 16:20:05
822,36873,Quilting Enthusiasts,People looking for quilting inspiration and purchasing equipment.,2018-09-19 16:20:05,2018-09-19 16:20:05
823,36874,Bowling Enthusiasts,"People researching bowling communities, techniques and equipment.",2018-09-19 16:20:05,2018-09-19 16:20:05
824,36875,Painting Hobbyist,People looking for painting inspiration and purchasing equipment.,2018-09-19 16:20:05,2018-09-19 16:20:05
825,36876,Billiards Enthusiasts,"People researching billiards communities, techniques and equipment.",2018-09-19 16:20:05,2018-09-19 16:20:05
826,36877,Crochet Enthusiasts,People looking for crochet inspiration and purchasing equipment.,2018-09-19 16:20:06,2018-09-19 16:20:06
827,36878,Drawing Enthusiasts,People looking for drawing inspiration and purchasing equipment.,2018-09-19 16:20:06,2018-09-19 16:20:06
828,36879,Embroidery Enthusiasts,People looking for embroidery inspiration and purchasing equipment.,2018-09-19 16:20:06,2018-09-19 16:20:06
829,36880,Skateboarding Enthusiasts,"People researching skateboarding communities, techniques and equipment.",2018-09-19 16:20:06,2018-09-19 16:20:06
830,36881,Paintball Enthusiasts,"People researching paintball communities, techniques and equipment.",2018-09-19 16:20:06,2018-09-19 16:20:06
831,36882,Airstream Enthusiasts,People researching airstreams and vintage RVs. These consumers are more likely to spend money on a new or used airstream.,2018-09-19 16:20:06,2018-09-19 16:20:06
832,36883,Dance Enthusiasts,People looking for dance inspiration and purchasing equipment.,2018-09-19 16:20:06,2018-09-19 16:20:06
833,36884,Dance Clothing Shoppers,Customers shopping for clothes and accessories for competitive dance performances.,2018-09-19 16:20:07,2018-09-19 16:20:07
834,37165,Home and Garden TV Fans,Consumers watching and reading about popular home and garden television shows.,2018-09-24 16:25:03,2018-09-24 16:25:03
835,37166,Cooking Show Fans,Consumers watching and reading about popular cooking television shows.,2018-09-24 16:25:03,2018-09-24 16:25:03
836,37257,Cold and Flu Prevention Researchers,People researching cold and flu prevention and symptom relief.,2018-09-25 14:15:03,2018-09-25 14:15:03
837,37406,Metal Detecting Enthusiasts,People researching metal detecting and shopping for products and equipment.,2018-09-26 12:50:04,2018-09-26 12:50:04
838,37407,Archery Enthusiasts,People researching archery techniques and purchasing equipment.,2018-09-26 12:50:04,2019-01-16 09:11:30
839,37408,Survivalist Enthusiasts,People researching survivalism and shopping for products and equipment.,2018-09-26 12:50:04,2018-09-26 12:50:04
840,37409,Antiquing Enthusiasts,People researching antiques and shopping for products.,2018-09-26 12:50:04,2018-09-26 12:50:04
841,37410,Bird Watching Enthusiasts,People researching bird watching communities and shopping for equipment.,2018-09-26 12:50:04,2018-09-26 12:50:04
842,37411,Leather Goods Shoppers,Consumers shopping for items like apparel and luggage from brands that specialize in leather goods.,2018-09-26 12:50:05,2018-09-26 12:50:05
843,37412,Medieval History Enthusiasts,People researching medieval history and purchasing history books and products.,2018-09-26 12:50:05,2018-09-26 12:50:05
844,37413,Tailgate Enthusiasts,People researching recipes and purchasing products for tailgates.,2018-09-26 12:50:05,2018-09-26 12:50:05
845,37414,Motor Scooter Enthusiasts,People researching and comparing motor scooters. These consumers are more likely to spend money on a new or used scooter.,2018-09-26 12:50:05,2018-09-26 12:50:05
846,37415,Korean Food Enthusiasts,People reading about Korean food and researching recipes.,2018-09-26 12:50:05,2018-09-26 12:50:05
847,37416,Louisiana Creole Food Enthusiasts,People reading about Louisiana Creole food and researching recipes.,2018-09-26 12:50:05,2018-09-26 12:50:05
848,37417,Malaysian Food Enthusiasts,People reading about Malaysian food and researching recipes.,2018-09-26 12:50:05,2018-09-26 12:50:05
849,37418,Thai Food Enthusiasts,People reading about Thai food and researching recipes.,2018-09-26 12:50:05,2018-09-26 12:50:05
850,37419,Light Bulb Shoppers,Consumers shopping for light bulbs and lighting fixtures.,2018-09-26 12:50:05,2018-09-26 12:50:05
851,37420,Smartphone Case Shoppers,Consumers shopping for smartphone cases and mobile accessories.,2018-09-26 12:50:06,2018-09-26 12:50:06
852,37421,Budget Mobile Phone Researchers,Consumers researching budget mobile phones and wireless plans.,2018-09-26 12:50:06,2018-09-26 12:50:06
853,37422,Laptop Researchers,Consumers shopping for laptops and laptop accessories.,2018-09-26 12:50:06,2018-09-26 12:50:06
854,37423,Promotional Products Purchasers,Consumers shopping for customizable promotional products.,2018-09-26 12:50:06,2018-09-26 12:50:06
855,37524,RV Owners and Upgraders,Consumers shopping for parts and accessories to outfit their motorhome or camper.,2018-09-27 15:20:03,2018-09-27 15:20:03
856,37874,Spain Trip Planners,"People researching attractions and accommodations in Spain. These consumers are more likely to spend money on flights, hotels, and local attractions.",2018-10-03 14:15:03,2018-10-03 14:15:03
857,37875,Vermont Trip Planners,"People researching attractions and accommodations in Vermont. These consumers are more likely to spend money on flights, hotels, and local attractions.",2018-10-03 14:15:03,2018-10-03 14:15:03
858,37876,Jamband Fans,People reading about jamband music and culture.,2018-10-03 14:15:03,2018-10-03 14:15:03
859,37877,Dallas Mavericks Fans,People reading news about the Dallas Mavericks and watching games. These consumers are more likely to spend money on team gear.,2018-10-03 14:15:03,2018-10-03 14:15:03
860,37878,New Orleans Pelicans Fans,People reading news about the New Orleans Pelicans and watching games. These consumers are more likely to spend money on team gear.,2018-10-03 14:15:03,2018-10-03 14:15:03
861,37879,Chess Enthusiasts,People researching chess techniques and playing chess online.,2018-10-03 14:15:04,2018-10-03 14:15:04
862,37880,Solitaire Players,People playing solitaire and card games online.,2018-10-03 14:15:04,2018-10-03 14:15:04
863,37881,Trivia Enthusiasts,People researching trivia facts and playing trivia games online.,2018-10-03 14:15:04,2018-10-03 14:15:04
